County,City,Model_Year,Make,Model,EV_Type,CAFV_Eligibility,Electric_Range,Electric_Utility,Vehicle_Age,Has_Range_Data,Has_MSRP
King,Seattle,2024,Bmw,I5,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2020,Tesla,Model 3,BEV,Eligible,322.0,City Of Seattle - (Wa),5,1,0
King,Seattle,2024,Kia,Niro,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Kitsap,Bainbridge Island,2025,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,0,1,0
Clark,Vancouver,2020,Tesla,Model Y,BEV,Eligible,291.0,Bonneville Power Administration,5,1,0
King,Seattle,2022,Volvo,Xc40,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Kitsap,Poulsbo,2018,Nissan,Leaf,BEV,Eligible,151.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2025,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2025,Lexus,Nx,PHEV,Eligible,37.0,City Of Seattle - (Wa),0,1,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Sammamish,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Auburn,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2023,Ford,Escape,PHEV,Eligible,37.0,City Of Seattle - (Wa),2,1,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2022,Volkswagen,Id.4,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2019,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),6,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Auburn,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Thurston,Yelm,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2019,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),6,1,0
King,Tukwila,2019,Hyundai,Kona,BEV,Eligible,258.0,City Of Seattle - (Wa),6,1,0
King,Seattle,2024,Toyota,Prius Prime (Phev),PHEV,Eligible,39.0,City Of Seattle - (Wa),1,1,0
King,Bellevue,2023,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,2,1,0
Clark,Vancouver,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,2,1,0
King,Bellevue,2023,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Covington,2023,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Redmond,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2022,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Clark,Vancouver,2021,Kia,Niro,BEV,Unknown,,Bonneville Power Administration,4,0,0
King,Kirkland,2022,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,3,1,0
King,Renton,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2012,Tesla,Model S,BEV,Eligible,265.0,Puget Sound Energy Inc,13,1,1
King,Seattle,2021,Kia,Niro,PHEV,Not Eligible,26.0,City Of Seattle - (Wa),4,1,0
Snohomish,Lake Stevens,2020,Tesla,Model X,BEV,Eligible,293.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2022,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,3,1,0
King,Bothell,2021,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,4,1,0
King,Seattle,2016,Tesla,Model S,BEV,Eligible,210.0,City Of Seattle - (Wa),9,1,0
King,Bellevue,2025,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2020,Chevrolet,Bolt Ev,BEV,Eligible,259.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2018,Kia,Soul,BEV,Eligible,111.0,City Of Seattle - (Wa),7,1,1
Stevens,Nine Mile Falls,2023,Chevrolet,Bolt Euv,BEV,Unknown,,No Known Electric Utility Service,2,0,0
King,Seattle,2025,Porsche,Macan,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2023,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
Clark,Vancouver,2022,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,3,1,0
Clark,Vancouver,2021,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,4,0,0
King,Redmond,2023,Audi,Q4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Redmond,2015,Tesla,Model S,BEV,Eligible,208.0,Puget Sound Energy Inc,10,1,0
Clark,Vancouver,2019,Tesla,Model 3,BEV,Eligible,220.0,Bonneville Power Administration,6,1,0
King,Redmond,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2025,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Thurston,Rochester,2024,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2017,Volkswagen,E-Golf,BEV,Eligible,125.0,City Of Seattle - (Wa),8,1,0
Cowlitz,Longview,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,2,1,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Sammamish,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2024,Tesla,Cybertruck,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2023,Bmw,330E,PHEV,Not Eligible,20.0,Bonneville Power Administration,2,1,0
King,Burien,2024,Toyota,Bz4X,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Kitsap,Bainbridge Island,2023,Audi,Q4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kent,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
Kitsap,Port Orchard,2021,Chrysler,Pacifica,PHEV,Eligible,32.0,Puget Sound Energy Inc,4,1,0
King,Seattle,2024,Audi,Q4,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2020,Audi,Q5 E,PHEV,Not Eligible,20.0,Bonneville Power Administration,5,1,0
King,Seattle,2021,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Renton,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
King,Seattle,2022,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bainbridge Island,2021,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,4,1,0
Clark,Vancouver,2023,Hyundai,Ioniq 5,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Bellevue,2023,Volvo,Xc60,PHEV,Eligible,35.0,Puget Sound Energy Inc,2,1,0
King,Sammamish,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
King,Seattle,2025,Audi,Q5 E,PHEV,Not Eligible,28.0,City Of Seattle - (Wa),0,1,0
King,Kent,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2024,Audi,Q5 E,PHEV,Not Eligible,23.0,Puget Sound Energy Inc,1,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Thurston,Olympia,2011,Chevrolet,Volt,PHEV,Eligible,35.0,Puget Sound Energy Inc,14,1,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Audi,Q4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Thurston,Tumwater,2024,Ford,F-150,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Brush Prairie,2022,Volvo,Xc40,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Bellevue,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Renton,2023,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,2,1,0
King,Kent,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Snohomish,Lynnwood,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Silverdale,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
King,Seattle,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Cowlitz,Longview,2021,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,4,0,0
King,Redmond,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Kirkland,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Clark,Camas,2021,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,4,0,0
Kitsap,Olalla,2021,Mini,Hardtop,BEV,Eligible,110.0,Puget Sound Energy Inc,4,1,0
King,Kent,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Lucid,Air,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2024,Audi,Q5 E,PHEV,Not Eligible,23.0,Puget Sound Energy Inc,1,1,0
King,Newcastle,2025,Lexus,Rz,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Kitsap,Bainbridge Island,2017,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Puget Sound Energy Inc,8,1,0
Clark,Vancouver,2018,Chrysler,Pacifica,PHEV,Eligible,33.0,Bonneville Power Administration,7,1,0
King,Auburn,2022,Lincoln,Aviator,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,3,1,0
King,Kenmore,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Kent,2025,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2024,Audi,Q5 E,PHEV,Not Eligible,23.0,Bonneville Power Administration,1,1,0
King,Seattle,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,City Of Seattle - (Wa),6,1,0
Clark,Vancouver,2018,Tesla,Model 3,BEV,Eligible,215.0,Bonneville Power Administration,7,1,0
King,Seattle,2020,Porsche,Taycan,BEV,Eligible,203.0,City Of Seattle - (Wa),5,1,0
Thurston,Olympia,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2026,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Bellevue,2024,Bmw,I5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Battle Ground,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kirkland,2022,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Kitsap,Bainbridge Island,2025,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2023,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2024,Toyota,Bz4X,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Kent,2024,Kia,Ev9,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Ridgefield,2020,Tesla,Model 3,BEV,Eligible,322.0,Bonneville Power Administration,5,1,0
King,Auburn,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Normandy Park,2019,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2022,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,3,0,0
Clark,Vancouver,2024,Mazda,Cx-90,PHEV,Not Eligible,26.0,Bonneville Power Administration,1,1,0
Kitsap,Bainbridge Island,2025,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Jefferson,Port Ludlow,2022,Mini,Hardtop,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Sammamish,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
King,Bothell,2019,Audi,E-Tron,BEV,Eligible,204.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2026,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Kent,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,2,1,0
King,Seattle,2024,Audi,Q5 E,PHEV,Not Eligible,23.0,City Of Seattle - (Wa),1,1,0
King,Seattle,2017,Nissan,Leaf,BEV,Eligible,107.0,City Of Seattle - (Wa),8,1,0
King,Newcastle,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Sammamish,2015,Tesla,Model S,BEV,Eligible,208.0,Puget Sound Energy Inc,10,1,0
King,Seattle,2024,Chevrolet,Equinox,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Auburn,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Renton,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
Kitsap,Silverdale,2018,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Puget Sound Energy Inc,7,1,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Lake Forest Park,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Newcastle,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Bellevue,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Renton,2023,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2022,Volvo,Xc40,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Tukwila,2023,Chevrolet,Bolt Euv,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Auburn,2017,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Puget Sound Energy Inc,8,1,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Island,Camano Island,2023,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,2,0,0
Snohomish,Snohomish,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,City Of Seattle - (Wa),8,1,0
King,Seattle,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,City Of Seattle - (Wa),8,1,0
Snohomish,Edmonds,2024,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bothell,2025,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Lake Stevens,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Silverdale,2024,Chevrolet,Equinox,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bainbridge Island,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2025,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Redmond,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
Clark,Vancouver,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Sammamish,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Federal Way,2021,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Snohomish,Lake Stevens,2018,Tesla,Model X,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
Clark,Vancouver,2012,Tesla,Model S,BEV,Eligible,265.0,Bonneville Power Administration,13,1,1
King,Seattle,2015,Tesla,Model S,BEV,Eligible,208.0,City Of Seattle - (Wa),10,1,0
Clark,Vancouver,2024,Volkswagen,Id.4,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Renton,2020,Chevrolet,Bolt Ev,BEV,Eligible,259.0,Puget Sound Energy Inc,5,1,0
King,Kent,2020,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2023,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bothell,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2023,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,2,1,0
Kitsap,Bainbridge Island,2021,Chrysler,Pacifica,PHEV,Eligible,32.0,Puget Sound Energy Inc,4,1,0
King,Sammamish,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Island,Oak Harbor,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,2,1,0
King,Seattle,2018,Honda,Clarity,PHEV,Eligible,47.0,City Of Seattle - (Wa),7,1,0
King,Kirkland,2021,Bmw,X5,PHEV,Eligible,30.0,Puget Sound Energy Inc,4,1,0
King,Bellevue,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2023,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,2,1,0
King,Renton,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Burien,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Thurston,Rochester,2023,Volvo,Xc90,PHEV,Eligible,32.0,Puget Sound Energy Inc,2,1,0
King,Auburn,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2022,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,City Of Seattle - (Wa),6,1,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Newcastle,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2023,Tesla,Model X,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Kitsap,Silverdale,2022,Chrysler,Pacifica,PHEV,Eligible,32.0,Puget Sound Energy Inc,3,1,0
Snohomish,Snohomish,2013,Tesla,Model S,BEV,Eligible,208.0,Puget Sound Energy Inc,12,1,1
King,Bellevue,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Brush Prairie,2023,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Poulsbo,2019,Nissan,Leaf,BEV,Eligible,150.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2024,Tesla,Cybertruck,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Thurston,Olympia,2022,Chevrolet,Bolt Ev,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Burien,2024,Subaru,Solterra,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2024,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2022,Hyundai,Kona,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2025,Kia,Sorento,PHEV,Eligible,30.0,City Of Seattle - (Wa),0,1,0
King,Bellevue,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Redmond,2018,Tesla,Model S,BEV,Eligible,249.0,Puget Sound Energy Inc,7,1,0
King,Redmond,2018,Tesla,Model X,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
Clark,Washougal,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kirkland,2025,Volvo,Xc60,PHEV,Eligible,35.0,Puget Sound Energy Inc,0,1,0
King,Sammamish,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2024,Subaru,Solterra,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2024,Kia,Ev9,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,City Of Seattle - (Wa),6,1,0
Clark,Vancouver,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Woodinville,2024,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2024,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,1,1,0
King,Kirkland,2023,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bremerton,2017,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,8,1,0
Kitsap,Bainbridge Island,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Woodinville,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2025,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Bellevue,2023,Mercedes-Benz,Eqs-Class Suv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kent,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Federal Way,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2023,Audi,Q4,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Seattle,2014,Tesla,Model S,BEV,Eligible,208.0,City Of Seattle - (Wa),11,1,1
King,Kirkland,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2021,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,City Of Seattle - (Wa),4,1,0
King,Bothell,2024,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2024,Hyundai,Ioniq 5,BEV,Unknown,,Bonneville Power Administration,1,0,0
Clark,Vancouver,2023,Ford,Mustang Mach-E,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kent,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Issaquah,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2022,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Bellevue,2022,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Renton,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2024,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Sammamish,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Burien,2024,Chevrolet,Silverado,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
